Block ,P number ,Type ,Spacing,Tree number,Basal Area1,Basal Area2,Basal Area3,Total B.A(mm),Total Dry Biomass(Kg),stem(Kg),Live Branches(Kg),Dead branches(Kg)
3,13,C,5,125,1006.72822,333.33478,301.75768,1641.82068,4.223982454,4.873825908,0.323034048,0.045012029
3,13,C,5,126,134.799655,,,134.799655,0.275416173,0.317787891,0.012256506,0.003322336
3,13,C,5,127,448.685455,514.78528,,963.470735,2.359890175,2.722950202,0.16079697,0.025821415
3,13,C,5,128,1006.72822,169.738695,,1176.466915,2.935151487,3.386713254,0.208835695,0.031799216
3,13,C,5,129,530.998,665.169255,326.89368,1523.060935,3.891411558,4.490090259,0.292799527,0.041622775
3,13,C,5,130,730.711375,,,730.711375,1.744723414,2.013142401,0.111969719,0.019354031
3,13,C,5,131,794.32902,594.034375,,1388.363395,3.517104708,4.05819774,0.259380979,0.03779234
3,13,C,5,132,629.099095,1244.26342,,1873.362515,4.878664022,5.629227717,0.383917087,0.051649427
3,13,C,5,133,814.43782,363.097375,,1177.535195,2.938062581,3.390072209,0.209083919,0.031829321
3,13,C,5,134,216.45238,,,216.45238,0.461983142,0.533057471,0.022779923,0.005443507
3,13,C,5,135,307.94742,73.907695,,381.855115,0.85880194,0.990925315,0.04788714,0.009838242
3,13,C,5,136,1188.626455,1452.3895,665.169255,3306.18521,9.073033135,10.46888439,0.807468162,0.093385729
3,13,C,5,137,307.94742,620.238655,,928.186075,2.265657992,2.61422076,0.15313369,0.024836266
3,13,C,5,138,551.617375,475.35318,,1026.970555,2.530270726,2.919543146,0.174806306,0.027598175
3,13,C,5,139,647.008495,585.425295,,1232.43379,3.087986215,3.563061017,0.221932748,0.033377986
3,13,C,5,142,839.927295,307.94742,,1147.874715,2.85732811,3.29691705,0.202218043,0.030993883
3,13,C,5,143,711.670855,320.51542,,1032.186275,2.544309428,2.935741648,0.175969164,0.027744325
3,13,C,5,144,674.343895,314.2,,988.543895,2.427045611,2.800437243,0.16629558,0.026522398
3,13,C,5,145,1412.14048,745.15672,,2157.2972,5.691671576,6.567313357,0.461797287,0.059836274
3,13,C,5,146,1282.06168,530.998,,1813.05968,4.707399402,5.431614694,0.367823737,0.049917227
3,13,C,5,147,902.704455,581.14432,,1483.848775,3.782118395,4.363982764,0.282972844,0.040506138
3,13,C,5,148,,,,,,,,
3,13,C,5,149,156.165255,,,156.165255,0.323426983,0.373184981,0.014859126,0.003873121
3,13,C,5,150,1438.91032,1040.75608,307.94742,2787.61382,7.530544995,8.689090379,0.645877914,0.078168092
3,13,C,5,151,865.80952,,,865.80952,2.099887607,2.422947238,0.139806826,0.023098647
3,13,C,5,152,721.159695,363.097375,,1084.25707,2.684817745,3.097866629,0.187677021,0.029205113
3,13,C,5,153,530.998,274.681495,,805.679495,1.941126453,2.239761292,0.127237529,0.02142865
3,13,C,5,154,881.527375,,,881.527375,2.141558276,2.47102878,0.143137891,0.02353601
3,13,C,5,155,1158.26688,814.43782,211.26808,2183.97278,5.768583286,6.656057638,0.469285093,0.060607888
3,13,C,5,156,183.877695,,,183.877695,0.386600118,0.446077059,0.018401178,0.004592276
3,13,C,5,157,433.792375,,,433.792375,0.987148884,1.139017943,0.056585423,0.011237252
3,13,C,5,158,1081.170055,735.51078,,1816.680835,4.717669112,5.44346436,0.36878553,0.050021176
3,13,C,5,159,1713.089095,973.26592,206.14662,2892.501635,7.840547542,9.046785625,0.677867638,0.081236998
3,13,C,5,160,394.13248,,,394.13248,0.889004157,1.025774027,0.04991218,0.010168259
3,13,C,5,161,589.72198,257.337655,,847.059635,2.050269772,2.36569589,0.135857563,0.022577358
3,13,C,5,162,839.927295,559.975095,,1399.90239,3.549043482,4.095050172,0.262206068,0.038119879
3,13,C,5,163,1200.880255,211.26808,,1412.148335,3.582965579,4.134191052,0.265212113,0.038467611
3,13,C,5,164,243.31648,191.15928,,434.47576,0.988847518,1.140977905,0.056702122,0.01125571
3,13,C,5,165,1158.26688,530.998,,1689.26488,4.357474339,5.027855007,0.335305606,0.046368994
3,13,C,5,166,1802.259055,430.10838,232.38232,2464.749755,6.583208947,7.596010323,0.549771571,0.06875311
3,13,C,5,167,876.27238,656.057455,,1532.329835,3.917284264,4.519943382,0.295133855,0.041886904
3,13,C,5,30,865.80952,,,865.80952,2.099887607,2.422947238,0.139806826,0.023098647
3,13,C,5,31,1809.792,1486.362375,,3296.154375,9.042972111,10.43419859,0.804263332,0.093090349
3,13,C,5,32,502.790695,295.63078,128.69632,927.117795,2.2628101,2.610934731,0.152903059,0.024806464
3,13,C,5,33,1438.91032,160.626895,,1599.537215,4.105310218,4.736896405,0.312189146,0.043804074
3,13,C,5,34,1569.499695,,,1569.499695,4.021182408,4.639825855,0.304538568,0.042946785
3,13,C,5,35,871.033095,260.18902,,1131.222115,2.81208442,3.244712793,0.198387119,0.030525235
3,13,C,5,36,995.51128,,,995.51128,2.445734985,2.822001905,0.167831255,0.026717323
3,13,C,5,37,754.8655,602.706295,,1357.571795,3.431996921,3.959996447,0.251877838,0.036918878
3,13,C,5,38,2003.221375,620.238655,304.844695,2928.304725,7.946605262,9.169159918,0.688870152,0.082285652
3,13,C,5,39,1527.648255,219.068095,,1746.71635,4.519585865,5.214906767,0.350308483,0.04801435
3,13,C,5,40,363.097375,356.373495,,719.47087,1.71543073,1.979343149,0.109720781,0.019043728
3,13,C,5,41,1339.819495,167.43718,,1507.256675,3.847329916,4.439226826,0.288829417,0.041172571
3,13,C,5,42,539.19862,,,539.19862,1.251870372,1.444465814,0.075221638,0.014097797
3,13,C,5,43,547.46208,130.715055,,678.177135,1.608186209,1.855599471,0.1015528,0.017905578
3,13,C,5,44,1757.391295,754.8655,,2512.256795,6.721919163,7.756060573,0.563681521,0.070135315
3,13,C,5,45,1170.36358,359.72758,,1530.09116,3.911034023,4.512731565,0.294569655,0.041823104
3,13,C,5,46,1128.300055,,,1128.300055,2.804151739,3.235559699,0.197716687,0.030443031
3,13,C,5,47,1263.091855,740.325895,,2003.41775,5.249744938,6.057398005,0.419168422,0.055393267
3,13,C,5,48,913.387255,126.693295,,1040.08055,2.565570199,2.960273307,0.177732665,0.027965592
3,13,C,5,49,286.558255,165.151375,,451.70963,1.031764863,1.190497919,0.059663663,0.011721585
3,13,C,5,50,647.008495,463.829895,169.738695,1280.577085,3.219970452,3.715350522,0.233347209,0.034738512
3,13,C,5,51,2516.39638,1352.827375,,3869.223755,10.77323458,12.43065528,0.992000942,0.110023794
3,13,C,5,52,1948.07142,934.941375,,2883.012795,7.812459444,9.014376282,0.674958679,0.080959167
3,13,C,5,53,,,,,,,,
3,13,C,5,54,1263.091855,,,1263.091855,3.171981078,3.659978167,0.229185975,0.034244124
3,13,C,5,55,,,,,,,,
3,13,C,5,58,2463.328,219.068095,188.716375,2871.11247,7.777245113,8.973744361,0.671314619,0.080610783
3,13,C,5,59,1182.52312,860.601655,,2043.124775,5.363489457,6.188641681,0.430074752,0.056538391
3,13,C,5,60,2489.791495,353.03512,,2842.826615,7.693598341,8.877228855,0.662671791,0.079782958
3,13,C,5,61,,,,,,,,
3,13,C,5,62,2140.36182,323.696695,286.558255,2750.61677,7.421452169,8.563214041,0.63468187,0.077086762
3,13,C,5,63,,,,,,,,
3,13,C,5,64,824.58648,506.77318,,1331.35966,3.35968671,3.876561588,0.245531834,0.036175986
3,13,C,5,65,211.26808,,,211.26808,0.449911322,0.519128448,0.022068488,0.005307644
3,13,C,5,66,1727.793655,794.32902,,2522.122675,6.750755878,7.789333705,0.566580479,0.070422501
3,13,C,5,67,467.65528,,,467.65528,1.071609011,1.236471936,0.062435118,0.012153313
3,13,C,5,68,1023.671455,363.097375,,1386.76883,3.512693033,4.053107345,0.25899115,0.037747087
3,13,C,5,69,2059.14112,1029.35062,,3088.49174,8.422565919,9.718345291,0.738601426,0.086984053
3,13,C,5,70,390.621295,232.38232,,623.003615,1.46583791,1.691351434,0.090878102,0.016389506
3,13,C,5,71,408.33432,,,408.33432,0.924048785,1.066210136,0.052279038,0.010550551
3,13,C,5,72,1802.259055,839.927295,401.20198,3043.38833,8.288315471,9.563440928,0.724516237,0.085660063
3,13,C,5,73,2003.221375,333.33478,,2336.556155,6.210153043,7.165561203,0.512651882,0.065029073
3,13,C,5,74,1146.23302,725.92768,,1872.1607,4.875245754,5.625283563,0.38359477,0.051614882
3,13,C,5,75,2148.570295,1333.33912,,3481.909415,9.600998266,11.07807492,0.86409342,0.098566398
3,13,C,5,76,138.947095,,,138.947095,0.284684318,0.328481906,0.012752384,0.003428979
3,13,C,5,77,1824.90502,433.792375,,2258.697395,5.984489586,6.905180292,0.490410108,0.062771485
3,13,C,5,78,307.94742,156.165255,,464.112675,1.062745958,1.226245336,0.061816831,0.012057342
3,13,C,5,79,,,,,,,,
3,13,C,5,80,1562.48518,1412.14048,483.11392,3457.73958,9.528231095,10.9941128,0.856251476,0.097853154
3,13,C,5,81,2410.82518,444.93862,498.82392,3354.58772,9.21820655,10.63639217,0.822974766,0.094811578
3,13,C,5,82,1063.75552,216.45238,,1280.2079,3.218956572,3.71418066,0.233259166,0.03472807
3,13,C,5,83,,,,,,,,
3,13,C,5,86,1057.982095,479.225695,,1537.20779,3.930906126,4.535660914,0.296364098,0.042025935
3,13,C,5,87,1486.362375,824.58648,369.884095,2680.83295,7.216050706,8.326212353,0.613690567,0.07504885
3,13,C,5,88,629.099095,232.38232,,861.481415,2.088425263,2.409721458,0.138892836,0.022978273
3,13,C,5,89,2678.99488,697.55542,,3376.5503,9.284142704,10.71247235,0.830033749,0.095458846
3,13,C,5,90,1412.14048,356.373495,,1768.513975,4.581222148,5.286025555,0.356040986,0.048639221
3,13,C,5,91,598.36248,535.090455,,1133.452935,2.818141826,3.251702106,0.198899314,0.030588
3,13,C,5,92,642.50758,,,642.50758,1.516030655,1.749266141,0.094619589,0.016924812
3,13,C,5,93,,,,,,,,
3,13,C,5,94,1244.26342,656.057455,198.582255,2098.90313,5.523615585,6.373402598,0.445506087,0.058148601
3,13,C,5,95,,,,,,,,
3,13,C,5,96,,,,,,,,
3,13,C,5,97,1583.575855,660.6055,506.77318,2750.954535,7.422447524,8.564362527,0.634783875,0.077096631
3,13,C,5,98,1359.35488,,,1359.35488,3.436920542,3.965677548,0.25231091,0.036969436
3,13,C,5,99,,,,,,,,
3,13,C,5,100,2075.25958,317.349855,80.128855,2472.73829,6.606516621,7.622903794,0.552104852,0.068985456
3,13,C,5,101,122.734375,69.40678,,192.141155,0.405614573,0.468016815,0.019490921,0.004807648
3,13,C,5,102,1035.045495,283.5655,186.28918,1504.900175,3.840760745,4.431647014,0.28823855,0.04110546
3,13,C,5,103,307.94742,,,307.94742,0.67898075,0.783439327,0.03613667,0.007861686
3,13,C,5,104,2463.328,1670.801231,,4134.129231,11.58131862,13.36305995,1.081816094,0.117888653
3,13,C,5,105,283.5655,165.151375,,448.716875,1.024301032,1.181885806,0.05914683,0.011640628
3,13,C,5,106,1794.74182,260.18902,,2054.93084,5.397348553,6.227709869,0.433330227,0.056879054
3,13,C,5,107,,,,,,,,
3,13,C,5,108,886.79808,219.068095,,1105.866175,2.743312638,3.165360736,0.192587424,0.029812219
3,13,C,5,109,1320.4255,419.150655,274.681495,2014.25765,5.280776402,6.093203541,0.422139252,0.055705787
3,13,C,5,110,1817.340655,759.743455,,2577.08411,6.911590543,7.974912165,0.582794035,0.072023242
3,13,C,5,111,2334.844079,444.93862,,2779.782699,7.507442249,8.662433365,0.643504211,0.077939157
3,13,C,5,114,829.684375,162.88128,,992.565655,2.437832138,2.812883237,0.167181606,0.026634907
3,13,C,5,115,1909.149895,1862.962495,,3772.11239,10.47825778,12.09029744,0.959541918,0.107146287
3,13,C,5,116,232.38232,,,232.38232,0.499241133,0.576047461,0.024998652,0.005861831
3,13,C,5,117,1282.06168,408.33432,,1690.396,4.360661187,5.031532139,0.335599486,0.046401365
3,13,C,5,118,1779.75448,576.879055,,2356.633535,6.268458183,7.232836365,0.518424879,0.06561176
3,13,C,5,119,745.15672,607.06582,,1352.22254,3.417229639,3.942957276,0.250579675,0.036767222
3,13,C,5,120,263.056095,260.18902,158.38822,681.633335,1.617139776,1.86593051,0.102230694,0.018000729
3,13,C,5,121,764.63712,227.0095,,991.64662,2.435366892,2.810038722,0.166979038,0.026609195
3,13,C,5,122,1333.33912,201.088,,1534.42712,3.923140517,4.526700597,0.295662652,0.041946678
3,13,C,5,123,1472.726095,,,1472.726095,3.751165117,4.328267443,0.280199945,0.040189627
3,13,C,5,124,463.829895,314.2,,778.029895,1.868484478,2.155943628,0.12155307,0.020662493
3,13,C,5,125,2115.830655,809.387055,383.646055,3308.863765,9.081061818,10.47814825,0.808324463,0.093464611
3,13,C,5,126,,,,,,,,
3,13,C,5,127,814.43782,,,814.43782,1.964184984,2.266367289,0.129050847,0.021671575
3,13,C,5,128,1513.823455,721.159695,359.72758,2594.71073,6.963238989,8.034506526,0.588016632,0.072536924
3,13,C,5,129,,,,,,,,
3,13,C,5,130,1231.78968,522.86022,,1754.6499,4.542011089,5.240782026,0.352392365,0.048241742
3,13,C,5,131,585.425295,167.43718,158.38822,911.250695,2.220546319,2.56216883,0.149487212,0.024363992
3,13,C,5,132,404.760295,,,404.760295,0.915218737,1.05602162,0.051680965,0.01045429
3,13,C,5,133,1269.39942,1385.622,444.93862,3099.96004,8.456730291,9.75776572,0.742192999,0.087320831
3,13,C,5,134,330.106375,,,330.106375,0.732516066,0.845210846,0.039577124,0.008452371
3,13,C,5,135,349.712455,,,349.712455,0.780161682,0.900186556,0.042681442,0.00897642
3,13,C,5,136,1713.089095,1069.544655,514.78528,3297.41903,9.046761643,10.43857113,0.804667221,0.093127588
3,13,C,5,137,1513.823455,730.711375,510.771375,2755.306205,7.435272409,8.579160472,0.636098427,0.077223788
3,13,C,5,138,1862.962495,1534.58422,,3397.546715,9.347215219,10.78524833,0.836795468,0.096077807
3,13,C,5,139,924.132895,809.387055,,1733.51995,4.482305318,5.171890752,0.346848697,0.047636211
3,13,C,5,142,2808.97942,962.2375,248.87782,4020.09474,11.2328569,12.96098873,1.042928293,0.114500333
3,13,C,5,143,2231.519095,,,2231.519095,5.905884315,6.814481902,0.482701302,0.061984198
3,13,C,5,144,165.151375,,,165.151375,0.343806659,0.396699992,0.015988003,0.004105764
3,13,C,5,145,1164.307375,,,1164.307375,2.90203361,3.348500319,0.206015233,0.031456625
3,13,C,5,146,336.578895,221.69952,,558.278415,1.30033076,1.500381647,0.078724221,0.014618294
3,13,C,5,147,1225.576375,196.09222,,1421.668595,3.609356101,4.164641655,0.267554649,0.038738034
3,13,C,5,148,865.80952,93.325255,,959.134775,2.348293047,2.7095689,0.159850524,0.025700271
3,13,C,5,149,576.879055,84.95968,,661.838735,1.565917525,1.806827914,0.098362702,0.01745606
3,13,C,5,150,1809.792,1029.35062,,2839.14262,7.682709682,8.864665018,0.661548083,0.079675167
3,13,C,5,151,1170.36358,522.86022,196.09222,1889.31602,4.924058956,5.681606488,0.388201729,0.052108093
3,13,C,5,152,54.113095,,,54.113095,0.101638022,0.117274641,0.003711728,0.001282836
3,13,C,5,153,594.034375,188.716375,,782.75075,1.880870655,2.170235371,0.122519276,0.020793225
3,13,C,5,154,1275.722695,702.244855,181.48192,2159.44947,5.697873819,6.574469791,0.462400372,0.059898515
3,13,C,5,155,134.799655,,,134.799655,0.275416173,0.317787891,0.012256506,0.003322336
3,13,C,5,156,716.40742,624.66102,,1341.06844,3.386454707,3.907447738,0.247877889,0.036451076
3,13,C,5,157,2198.151055,1128.300055,,3326.45111,9.133792869,10.53899177,0.813952231,0.093982618
3,13,C,5,158,422.78752,243.31648,,666.104,1.576942907,1.819549509,0.099193181,0.017573365
3,13,C,5,159,483.11392,,,483.11392,1.110356072,1.281180083,0.065149944,0.012572454
3,13,C,5,160,2043.0855,1250.523855,924.132895,4217.74225,11.83738486,13.65852099,1.110541384,0.120375593
3,13,C,5,161,183.877695,,,183.877695,0.386600118,0.446077059,0.018401178,0.004592276
3,13,C,5,162,463.829895,248.87782,,712.707715,1.69782627,1.959030311,0.108372855,0.018857125
3,13,C,5,163,551.617375,124.70598,,676.323355,1.603385573,1.850060276,0.101189641,0.017854552
3,13,C,5,164,1001.111895,,,1001.111895,2.460766873,2.839346392,0.169068092,0.026874053
3,13,C,5,165,1275.722695,585.425295,,1861.14799,4.843932243,5.589152588,0.380644227,0.051298371
3,13,C,5,166,834.79798,564.17752,224.346655,1623.322155,4.172029619,4.81388033,0.318278782,0.044483398
3,13,C,5,167,1412.14048,295.63078,,1707.77126,4.409639349,5.088045402,0.340121423,0.046898743
1,13,D,1,16,1604.80792,1098.72598,408.33432,3111.86822,8.492217411,9.798712397,0.745926676,0.087670583
1,13,D,1,17,1555.486375,1432.194295,136.86552,3124.54619,8.530012316,9.842321903,0.749906564,0.088043007
1,13,D,1,18,2173.28998,1569.499695,211.26808,3954.057755,11.03147859,12.72862914,1.020563155,0.112540033
1,13,D,1,19,2282.042455,1445.642055,559.975095,4287.659605,12.05186792,13.90600145,1.134697045,0.122456793
1,13,D,1,20,1075.3495,,,1075.3495,2.660736494,3.07008057,0.185661631,0.028955005
1,13,D,1,21,1555.486375,,,1555.486375,3.981985079,4.594598168,0.300984751,0.042547075
1,13,D,1,22,1932.45568,1339.819495,1263.091855,4535.36703,12.81431684,14.78575019,1.221249377,0.129841679
1,13,D,1,23,224.346655,96.781455,,321.12811,0.71078363,0.820134958,0.038174256,0.00821283
1,13,D,1,24,962.2375,615.832,,1578.0695,4.045169343,4.667503089,0.306716733,0.043191302
1,13,D,1,25,149.59062,113.112,,262.70262,0.57079791,0.658612973,0.029351142,0.00666137
1,13,D,1,26,735.51078,366.48288,,1101.99366,2.732822099,3.153256268,0.191705246,0.029703383
1,13,D,1,27,1626.181375,1320.4255,,2946.606875,8.000867104,9.231769735,0.694510615,0.082821925
1,13,D,1,28,2507.512375,1735.1695,829.684375,5072.36625,14.48019379,16.70791592,1.413870504,0.145909165
1,13,D,1,31,1963.75,1087.00632,908.038,3958.79432,11.04591237,12.74528351,1.022163502,0.112680591
1,13,D,1,32,1548.50328,1398.84982,176.7375,3124.0906,8.52865389,9.840754488,0.749763458,0.088029623
1,13,D,1,33,,,,,,,,
1,13,D,1,34,855.4095,277.62712,,1133.03662,2.817011311,3.250397666,0.198803705,0.030576286
1,13,D,1,35,2019.119895,1465.93152,,3485.051415,9.61046119,11.08899368,0.865114085,0.098659133
1,13,D,1,36,1817.340655,1023.671455,,2841.01211,7.688235108,8.871040509,0.662118266,0.079729866
1,13,D,1,37,1647.69622,1146.23302,656.057455,3449.986695,9.504899707,10.96719197,0.853739618,0.097624414
1,13,D,1,38,1555.486375,1023.671455,165.151375,2744.309205,7.402866561,8.541769109,0.632777694,0.076902469
1,13,D,1,39,1140.239655,576.879055,471.496375,2188.615085,5.781976979,6.671511899,0.47059108,0.060742212
1,13,D,1,40,1275.722695,940.36918,642.50758,2858.599455,7.740232279,8.931037245,0.667487971,0.080244529
1,13,D,1,41,1479.53638,1001.111895,865.80952,3346.457795,9.193808932,10.60824108,0.820365342,0.094572024
1,13,D,1,42,2597.059375,850.233055,353.03512,3800.32755,10.56389027,12.18910415,0.968946414,0.107982009
1,13,D,1,43,2248.297375,,,2248.297375,5.954400217,6.870461789,0.487456862,0.062470174
1,13,D,1,46,607.06582,,,607.06582,1.424929811,1.644149782,0.087847415,0.015952605
1,13,D,1,47,1705.76038,1365.898095,,3071.658475,8.372440364,9.660508112,0.733337143,0.086489823
1,13,D,1,48,,,,,,,,
1,13,D,1,49,1313.992255,366.48288,,1680.475135,4.332716589,4.999288372,0.333023987,0.046117472
1,13,D,1,50,2588.03398,1116.423295,,3704.457275,10.27316704,11.85365428,0.937080152,0.105143457
1,13,D,1,51,3380.28928,343.114255,,3723.403535,10.33056648,11.9198844,0.943357719,0.105704177
1,13,D,1,52,89.931895,,,89.931895,0.177014134,0.204247077,0.007216262,0.002178615
1,13,D,1,53,1713.089095,1263.091855,96.781455,3072.962405,8.376322261,9.664987225,0.733744604,0.086528103
1,13,D,1,54,2035.081255,555.78838,111.234655,2702.10429,7.278609057,8.398395066,0.620071418,0.075669805
1,13,D,1,55,2198.151055,1128.300055,128.69632,3455.14743,9.52042979,10.9851113,0.855411451,0.097776673
1,13,D,1,56,2189.84832,674.343895,151.766455,3015.95867,8.206760484,9.46933902,0.71598173,0.084855286
1,13,D,1,57,1365.898095,415.5295,,1781.427595,4.617770591,5.328196835,0.359447431,0.04900957
1,13,D,1,58,138.947095,,,138.947095,0.284684318,0.328481906,0.012752384,0.003428979
1,13,D,1,61,1611.916695,471.496375,271.75158,2355.16465,6.264190952,7.227912637,0.518002003,0.065569123
1,13,D,1,62,1590.6375,1301.172895,93.325255,2985.13565,8.115197817,9.363689789,0.706419976,0.083951321
1,13,D,1,63,2299.009255,2265.138495,1116.423295,5680.571045,16.38665424,18.90767797,1.639752266,0.164194683
1,13,D,1,64,1301.172895,1128.300055,203.609455,2633.082405,7.075784958,8.16436726,0.599423644,0.073655678
1,13,D,1,65,1052.22438,892.084495,330.106375,2274.41525,6.029988761,6.95767934,0.494881405,0.063226975
1,13,D,1,66,1698.447375,317.349855,,2015.79723,5.28518502,6.098290408,0.422561597,0.05575018
1,13,D,1,67,829.684375,498.82392,383.646055,1712.15435,4.422001876,5.102309857,0.34126438,0.047024246
1,13,D,1,68,1001.111895,924.132895,283.5655,2208.81029,5.84027336,6.738776954,0.476282398,0.061326695
1,13,D,1,69,1405.487295,735.51078,169.738695,2310.73677,6.135240919,7.079124137,0.505250344,0.064280055
1,13,D,1,70,2463.328,1012.360255,,3475.688255,9.582264,11.05645846,0.862073343,0.098382794
1,13,D,1,71,2588.03398,2011.16278,441.207495,5040.404255,14.38056763,16.59296265,1.40222166,0.144950724
1,13,D,1,72,1513.823455,1438.91032,721.159695,3673.89347,10.18062827,11.74687877,0.926974177,0.10423917
1,13,D,1,73,1809.792,506.77318,311.065855,2627.631035,7.059786559,8.145907568,0.59779993,0.073496697
1,13,D,1,76,1018.008,111.234655,105.69688,1234.939535,3.09484412,3.570973985,0.222523499,0.033448743
1,13,D,1,77,1452.3895,448.685455,323.696695,2224.77165,5.886382939,6.791980315,0.480791944,0.061788805
1,13,D,1,78,1963.75,602.706295,107.527095,2673.98339,7.195916084,8.302980097,0.611639196,0.074848941
1,13,D,1,79,1412.14048,518.814895,153.958,2084.913375,5.483417109,6.327019741,0.441623719,0.057744571
1,13,D,1,80,2561.052055,1326.874455,304.844695,4192.771205,11.76086118,13.57022444,1.101943986,0.119632646
1,13,D,1,81,1164.307375,740.325895,224.346655,2128.979925,5.610122405,6.473218159,0.453879891,0.059017617
1,13,D,1,82,2123.992,526.921255,518.814895,3169.72815,8.664821073,9.997870469,0.764130635,0.08937078
1,13,D,1,83,1647.69622,1576.52992,229.688055,3453.914195,9.516718449,10.98082898,0.855011872,0.097740287
1,13,D,1,84,1878.295455,855.4095,674.343895,3408.04885,9.378776775,10.82166551,0.840182442,0.096387464
1,13,D,1,85,4418.4375,1520.728,1359.35488,7298.52038,21.54608795,24.86087071,2.276311721,0.213225246
1,13,D,1,86,1948.07142,730.711375,452.448,3131.230795,8.54994581,9.865322089,0.752007015,0.088239398
1,13,D,1,87,555.78838,518.814895,174.388855,1248.99213,3.133327993,3.615378453,0.225843364,0.033845672
1,13,D,1,88,390.621295,280.588455,156.165255,827.375005,1.998287216,2.305716019,0.131740374,0.02203061
1,13,C,1,16,1582.870555,1202.109091,701.7752046,3486.75485,9.615591843,11.09491366,0.865667558,0.098709411
1,13,C,1,17,945.2676366,813.4264102,,1758.694047,4.553446003,5.253976157,0.353455751,0.048357673
1,13,C,1,18,1219.37878,968.8470112,454.3351638,2642.560955,7.103609386,8.196472368,0.602249341,0.07393214
1,13,C,1,19,1943.3801,1752.935625,,3696.315725,10.24850977,11.82520358,0.934385609,0.104902543
1,13,C,1,20,1282.06168,87.9260422,,1369.987722,3.466293277,3.999569165,0.254897033,0.037270979
1,13,C,1,21,283.5655,,,283.5655,0.620485142,0.715944394,0.032438649,0.007213839
1,13,C,1,22,1101.077453,1056.829295,485.4543958,2643.361144,7.105958774,8.199183201,0.602488033,0.073955481
1,13,C,1,23,916.6043488,797.829915,760.7209312,2475.155195,6.613569651,7.631041905,0.552811237,0.069055758
1,13,C,1,24,1158.870223,1039.612706,798.3306712,2996.8136,8.149878053,9.403705446,0.710039078,0.084293761
1,13,C,1,25,1301.812371,915.5313558,274.681495,2492.025221,6.662817536,7.687866388,0.557747742,0.069546546
1,13,C,1,26,298.0739992,,,298.0739992,0.655239588,0.756045678,0.034627837,0.007599067
1,13,C,1,27,1213.814377,865.2880266,334.306365,2413.408768,6.43358149,7.423363257,0.534831896,0.067260634
1,13,C,1,28,2620.598925,1304.371844,1174.004844,5098.975612,14.56317988,16.80366909,1.423585844,0.146707293
1,13,C,1,31,1654.899255,572.6295,283.5655,2511.094255,6.718521893,7.752140646,0.563340155,0.070101478
1,13,C,1,32,1294.78678,799.332655,441.207495,2535.32693,6.78936651,7.833884434,0.570465855,0.070806938
1,13,C,1,33,1676.60262,376.733655,,2053.336275,5.392774385,6.222431982,0.432890194,0.056833038
1,13,C,1,34,1207.03072,1023.671455,706.95,2937.652175,7.974314497,9.201132112,0.691749548,0.082559525
1,13,C,1,35,1152.242095,651.52512,283.5655,2087.332715,5.490367121,6.335038985,0.442294548,0.057814434
1,13,C,1,36,1619.04118,1146.23302,764.63712,3529.91132,9.745653565,11.24498488,0.879717539,0.099983544
1,13,C,1,37,892.084495,845.07232,339.83872,2076.995535,5.460676817,6.300780942,0.439429957,0.057515952
1,13,C,1,38,1840.08088,1057.982095,426.440095,3324.50307,9.127950913,10.53225105,0.813328425,0.093925236
1,13,C,1,39,2206.4695,366.48288,,2572.95238,6.899488703,7.960948504,0.581571436,0.071902855
1,13,C,1,40,1405.487295,740.325895,,2145.81319,5.658587514,6.52913944,0.458582511,0.059504214
1,13,C,1,41,2299.009255,706.95,,3005.959255,8.177046787,9.435053985,0.712876442,0.084561984
1,13,C,1,42,1562.48518,1438.91032,1326.874455,4328.269955,12.17659536,14.04991773,1.148783539,0.123666288
1,13,C,1,43,1827.935165,1700.639627,,3528.574792,9.741623427,11.24033472,0.87928162,0.099944075
1,13,C,1,46,976.5866998,473.0372118,356.373495,1805.997407,4.687376014,5.408510785,0.365949675,0.049714522
1,13,C,1,47,603.5769432,377.0777826,208.699495,1189.354221,2.970285976,3.427253049,0.211834805,0.032162476
1,13,C,1,48,1593.466557,1370.487693,295.63078,3259.58503,8.933450437,10.30782743,0.792605046,0.092013812
1,13,C,1,49,1349.569514,1379.031655,1228.681064,3957.282233,11.0413044,12.73996661,1.021652547,0.112635719
1,13,C,1,50,1579.346409,1386.281899,344.7579138,3310.386221,9.085625484,10.48341402,0.808811268,0.093509448
1,13,C,1,51,1268.767957,1130.086989,136.6582266,2535.513172,6.789911234,7.834512962,0.570520702,0.070812361
1,13,C,1,52,,,,,,,,
1,13,C,1,53,1452.3895,1416.807057,636.679877,3505.876434,9.673200829,11.16138557,0.871886177,0.099273866
1,13,C,1,54,87.09694695,,,87.09694695,0.170928529,0.197225225,0.006919996,0.002107061
1,13,C,1,55,1114.055484,845.5876866,333.0112326,2292.654403,6.082822789,7.018641679,0.500081913,0.063755699
1,13,C,1,56,1988.175987,1561.784593,1151.039023,4700.999602,13.32629751,15.37649712,1.279948655,0.13478933
1,13,C,1,57,1012.360255,156.165255,84.95968,1253.48519,3.145640953,3.629585715,0.226907272,0.033972623
1,13,C,1,58,1654.899255,1320.4255,530.998,3506.322755,9.67454584,11.16293751,0.872031453,0.099287043
1,13,C,1,61,1134.262,706.95,78.55,1919.762,5.010789431,5.781680112,0.396409616,0.052983876
