Block ,P number ,Type ,Spacing,Tree number,Basal Area1,Basal Area2,Basal Area3,Total B.A(mm),Total Dry Biomass(Kg),stem(Kg),Live Branches(Kg),Dead branches(Kg)
2,1,D,5,104,1412.14048,229.688055,,1641.828535,4.224004526,4.873851376,0.323036071,0.045012254
2,1,D,5,105,268.837375,26.42422,,295.261595,0.648490167,0.748257886,0.034200847,0.007524329
2,1,D,5,106,1500.061495,479.225695,387.12582,2366.41301,6.296874603,7.265624542,0.521242357,0.065895658
2,1,D,5,107,794.32902,47.78982,,842.11884,2.0372117,2.350628885,0.134821353,0.022440074
2,1,D,5,108,750.003255,280.588455,,1030.59171,2.54001678,2.930788592,0.175613459,0.02769964
2,1,D,5,109,2790.22168,1320.4255,471.496375,4582.143555,12.95873404,14.95238544,1.237760727,0.131238184
2,1,D,5,110,4004.44758,2624.22982,441.207495,7069.884895,20.80997284,24.01150713,2.18343803,0.206265838
2,1,D,5,111,2214.803655,1513.823455,387.12582,4115.75293,11.52510454,13.29819755,1.075526794,0.117342364
2,1,D,5,114,642.50758,607.06582,98.53312,1348.10652,3.40587052,3.9298506,0.249581874,0.036650547
2,1,D,5,115,647.008495,514.78528,,1161.793775,2.895191502,3.34060558,0.205433322,0.031385824
2,1,D,5,116,902.704455,754.8655,156.165255,1813.73521,4.709315083,5.433825096,0.368003115,0.049936618
2,1,D,5,117,892.084495,876.27238,271.75158,2040.108455,5.354841718,6.178663521,0.429243944,0.056451369
2,1,D,5,118,568.395655,,,568.395655,1.326089697,1.530103496,0.080596633,0.014894601
2,1,D,5,119,1057.982095,530.998,,1588.980095,4.07572554,4.702760239,0.309495139,0.043502689
2,1,D,5,120,483.11392,,,483.11392,1.110356072,1.281180083,0.065149944,0.012572454
2,1,D,5,121,35.261095,,,35.261095,0.063664865,0.073459459,0.002118999,0.000820806
2,1,D,5,122,1288.416375,333.33478,,1621.751155,4.167619994,4.808792301,0.317875706,0.044438515
2,1,D,5,123,615.832,506.77318,,1122.60518,2.788696987,3.217727292,0.196411607,0.030282847
2,1,D,5,124,295.63078,,,295.63078,0.649375829,0.749279802,0.034256827,0.007534138
2,1,D,5,125,1432.194295,1092.858295,,2525.05259,6.759321652,7.799217291,0.56744207,0.070507797
2,1,D,5,126,265.93888,248.87782,,514.8167,1.190173705,1.373277352,0.070801255,0.013433805
2,1,D,5,127,494.872855,,,494.872855,1.139906677,1.315276935,0.067233119,0.012891666
2,1,D,5,128,323.696695,88.25878,,411.955475,0.933002542,1.076541395,0.052886648,0.010648119
2,1,D,5,129,1379.031655,1158.26688,136.86552,2674.164055,7.196447097,8.303592804,0.611693283,0.074854214
2,1,D,5,130,448.685455,257.337655,,706.02311,1.680441403,1.93897085,0.10704446,0.018672764
2,1,D,5,131,1063.75552,1052.22438,134.799655,2250.779555,5.961580504,6.878746735,0.488161333,0.062542083
2,1,D,5,132,1940.255695,333.33478,,2273.590475,6.027600526,6.954923684,0.494646541,0.063203071
2,1,D,5,133,1372.45702,277.62712,211.26808,1861.35222,4.844512795,5.589822456,0.380698896,0.051304239
2,1,D,5,134,1691.15008,892.084495,156.165255,2739.39983,7.388403526,8.525080992,0.631296549,0.076759041
2,1,D,5,135,594.034375,221.69952,,815.733895,1.967599181,2.270306747,0.129319698,0.021707533
2,1,D,5,136,1432.194295,589.72198,,2021.916275,5.302710095,6.118511649,0.424241188,0.055926633
2,1,D,5,137,2067.192495,1698.447375,1225.576375,4991.216245,14.22736152,16.41618637,1.38433919,0.143476236
2,1,D,5,138,1583.575855,387.12582,206.14662,2176.848295,5.748033268,6.632346079,0.467282478,0.060401766
2,1,D,5,139,483.11392,237.81798,,720.9319,1.719235793,1.983733607,0.110012486,0.019084049
2,1,D,5,142,962.2375,103.882375,,1066.119875,2.635803977,3.041312281,0.183578806,0.028695948
2,1,D,5,143,688.22368,174.388855,,862.612535,2.091420355,2.413177333,0.139131564,0.023009729
2,1,D,5,144,479.225695,130.715055,51.536655,661.477405,1.564983815,1.805750556,0.098292424,0.017446124
2,1,D,5,145,463.829895,28.278,13.85622,505.964115,1.167838816,1.347506327,0.069212077,0.01319305
2,1,D,5,146,320.51542,143.157375,18.09792,481.770715,1.106984741,1.277290085,0.064912974,0.012536012
2,1,D,5,147,1479.53638,543.322495,,2022.858875,5.305410157,6.121627104,0.424500058,0.055953817
2,1,D,5,148,479.225695,143.157375,,622.38307,1.464243313,1.689511515,0.090759649,0.016372486
2,1,D,5,149,467.65528,304.844695,,772.499975,1.853984358,2.139212721,0.120423576,0.020509399
2,1,D,5,150,924.132895,122.734375,20.430855,1067.298125,2.638985747,3.044983554,0.183844389,0.028729014
2,1,D,5,151,145.28608,89.931895,,235.217975,0.505898556,0.583729103,0.025398648,0.005936427
2,1,D,5,152,1006.72822,307.94742,12.568,1327.24364,3.348343889,3.863473718,0.244538819,0.036059388
2,1,D,5,153,1379.031655,725.92768,145.28608,2250.245415,5.960035317,6.876963827,0.488009717,0.062526609
2,1,D,5,154,,,,,,,,
2,1,D,5,155,,,,,,,,
2,1,D,5,156,444.93862,141.04438,66.48472,652.46772,1.541717227,1.778904493,0.096543904,0.017198447
2,1,D,5,157,1633.33728,721.159695,,2354.496975,6.262251383,7.225674673,0.517809814,0.065549743
2,1,D,5,158,642.50758,502.790695,,1145.298275,2.850324163,3.288835573,0.201624205,0.030921356
2,1,D,5,159,1472.726095,518.814895,,1991.54099,5.215763017,6.018188097,0.41591912,0.055050936
2,1,D,5,160,1425.49398,754.8655,,2180.35948,5.758160232,6.644031037,0.468269181,0.060503346
2,1,D,5,161,1052.22438,1040.75608,,2092.98046,5.506594227,6.35376257,0.443861478,0.057977538
2,1,D,5,162,128.69632,,,128.69632,0.261825221,0.302106024,0.011535333,0.003165655
2,1,D,5,163,1231.78968,483.11392,,1714.9036,4.42975764,5.111258815,0.34198175,0.047102973
2,1,D,5,164,479.225695,216.45238,,695.678075,1.653566691,1.907961567,0.104996301,0.018387594
2,1,D,5,165,2410.82518,243.31648,167.43718,2821.57884,7.630814951,8.804786482,0.656196899,0.079161343
2,1,D,5,166,1170.36358,514.78528,373.30102,2058.44988,5.407444426,6.239358953,0.434301707,0.056980612
2,1,D,5,167,3048.753295,1152.242095,892.084495,5093.079885,14.54478954,16.78244947,1.421431903,0.14653044
2,1,C,5,30,1213.196895,86.601375,,1299.79827,3.272793997,3.776300766,0.237941856,0.035282314
2,1,C,5,31,908.038,876.27238,113.112,1897.42238,4.94713878,5.708237054,0.390383149,0.052341215
2,1,C,5,32,1152.242095,33.187375,,1185.42947,2.959582246,3.414902591,0.210920376,0.032051829
2,1,C,5,33,394.13248,353.03512,132.7495,879.9171,2.137285996,2.466099226,0.142795778,0.023491188
2,1,C,5,34,1152.242095,678.95478,,1831.196875,4.758855977,5.490987665,0.372646987,0.050437964
2,1,C,5,35,,,,,,,,
2,1,C,5,36,697.55542,,,697.55542,1.658441007,1.913585777,0.105367293,0.018439331
2,1,C,5,37,1052.22438,564.17752,89.931895,1706.333795,4.405585608,5.083368009,0.33974678,0.046857586
2,1,C,5,38,530.998,494.872855,12.568,1038.438855,2.561147576,2.95517028,0.177365585,0.027919572
2,1,C,5,39,1231.78968,759.743455,,1991.533135,5.215740549,6.018162171,0.415916973,0.05505071
2,1,C,5,40,46.572295,,,46.572295,0.086272495,0.099545187,0.003049829,0.001097033
2,1,C,5,41,1018.008,669.74872,,1687.75672,4.353225515,5.022952517,0.334913861,0.046325833
2,1,C,5,42,1307.57472,226.7425086,55.42488,1589.742109,4.077860359,4.705223491,0.309689408,0.04352444
2,1,C,5,43,730.711375,89.931895,,820.64327,1.980536276,2.285234164,0.130339272,0.021843759
2,1,C,5,44,962.2375,176.7375,,1138.975,2.833140761,3.26900857,0.200168516,0.030743386
2,1,C,5,45,149.59062,,,149.59062,0.30858435,0.356058865,0.014045746,0.003703269
2,1,C,5,46,1398.84982,130.715055,,1529.564875,3.90956479,4.511036296,0.294437055,0.041808106
2,1,C,5,47,1250.523855,221.69952,,1472.223375,3.749766607,4.326653777,0.280074769,0.040175324
2,1,C,5,48,366.48288,183.877695,,550.360575,1.280201555,1.477155641,0.077266137,0.014402202
2,1,C,5,49,333.33478,,,333.33478,0.740344026,0.854243107,0.040084472,0.008538574
2,1,C,5,50,674.343895,304.844695,,979.18859,2.40196997,2.771503812,0.164238839,0.026260757
2,1,C,5,51,1493.20408,1092.858295,,2586.062375,6.937894051,8.005262367,0.585452835,0.072284871
2,1,C,5,52,2561.052055,1012.360255,,3573.41231,9.87690203,11.39642542,0.893933464,0.101268521
2,1,C,5,53,551.617375,45.37048,,596.987855,1.399113242,1.614361433,0.085943619,0.015676591
2,1,C,5,54,1855.31958,1122.35382,411.924055,3389.597455,9.323331674,10.75769039,0.834233953,0.095843448
2,1,C,5,55,1023.671455,660.6055,,1684.276955,4.343423573,5.011642585,0.334010403,0.046226256
2,1,C,5,58,1901.41272,463.829895,289.56672,2654.809335,7.139578318,8.237974982,0.605905404,0.074289452
2,1,C,5,59,1134.262,147.430495,,1281.692495,3.223033828,3.718885186,0.233613259,0.034770059
2,1,C,5,60,314.2,86.601375,,400.801375,0.905446152,1.04474556,0.051020386,0.010347704
2,1,C,5,61,1412.14048,502.790695,81.72342,1996.654595,5.230391838,6.035067505,0.417317393,0.055198318
2,1,C,5,62,978.803695,240.559375,,1219.36307,3.052234213,3.521808707,0.218857239,0.033008995
2,1,C,5,63,572.6295,460.02022,,1032.64972,2.54555716,2.937181338,0.176072578,0.027757313
2,1,C,5,64,6706.41048,759.743455,46.572295,7512.72623,22.23767868,25.65886002,2.364143566,0.219753871
2,1,C,5,65,103.882375,,,103.882375,0.207209844,0.239088281,0.008715253,0.002532075
2,1,C,5,66,380.182,145.28608,,525.46808,1.21709384,1.404339046,0.07272455,0.013723712
2,1,C,5,67,2290.518,1035.045495,,3325.563495,9.131130971,10.53592035,0.813667983,0.093956472
2,1,C,5,68,219.068095,,,219.068095,0.46808409,0.540097027,0.023140885,0.005512109
2,1,C,5,69,,,,,,,,
2,1,C,5,70,,,,,,,,
2,1,C,5,71,219.068095,,,219.068095,0.46808409,0.540097027,0.023140885,0.005512109
2,1,C,5,72,697.55542,692.881695,,1390.437115,3.522842758,4.064818567,0.259888154,0.037851195
2,1,C,5,73,1182.52312,,,1182.52312,2.951658041,3.405759279,0.210243827,0.031969904
2,1,C,5,74,408.33432,,,408.33432,0.924048785,1.066210136,0.052279038,0.010550551
2,1,C,5,75,2579.024295,,,2579.024295,6.917273964,7.981469958,0.583368355,0.072079776
2,1,C,5,76,456.226255,,,456.226255,1.043037801,1.203505155,0.060445662,0.011843808
2,1,C,5,77,196.09222,,,196.09222,0.414732969,0.478538042,0.020017144,0.004910765
2,1,C,5,78,804.352,711.670855,,1516.022855,3.871775532,4.467433306,0.291029946,0.041422262
2,1,C,5,79,1244.26342,1134.262,51.536655,2430.062075,6.482083799,7.479327461,0.539667179,0.067744597
2,1,C,5,80,441.207495,,,441.207495,1.005593152,1.160299791,0.057854694,0.011437594
2,1,C,5,81,1459.152655,149.59062,89.931895,1698.67517,4.383993122,5.058453603,0.337752371,0.046638335
2,1,C,5,82,426.440095,330.106375,,756.54647,1.81220617,2.091007119,0.117179068,0.020067996
2,1,C,5,83,2341.70118,,,2341.70118,6.22508992,7.182796061,0.514129815,0.065178372
2,1,C,5,86,973.26592,295.63078,,1268.8967,3.18790611,3.678353204,0.230565485,0.034408221
2,1,C,5,87,1597.714855,669.74872,83.333695,2350.79727,6.251504806,7.213274776,0.516745163,0.065442358
2,1,C,5,88,251.682055,28.278,,279.960055,0.61187355,0.706007943,0.031899901,0.007118236
2,1,C,5,89,860.601655,555.78838,,1416.390035,3.594721713,4.147755822,0.266255217,0.038588087
2,1,C,5,90,1333.33912,,,1333.33912,3.365142806,3.882857084,0.246009728,0.036232065
2,1,C,5,91,323.696695,,,323.696695,0.716995394,0.827302377,0.03857438,0.008281331
2,1,C,5,92,674.343895,394.13248,301.75768,1370.234055,3.466974009,4.000354626,0.25495702,0.037277966
2,1,C,5,93,1140.239655,539.19862,,1679.438275,4.329796889,4.995919488,0.332755084,0.046087806
2,1,C,5,94,918.75222,397.659375,277.62712,1594.038715,4.089899278,4.719114551,0.31078533,0.043647092
2,1,C,5,95,598.36248,426.440095,,1024.802575,2.524437294,2.912812262,0.174323485,0.027537434
2,1,C,5,96,1219.37878,,,1219.37878,3.052277163,3.521858265,0.218860929,0.033009438
2,1,C,5,97,,,,,,,,
2,1,C,5,98,475.35318,,,475.35318,1.090889266,1.258718383,0.063783605,0.012361959
2,1,C,5,99,1164.307375,353.03512,,1517.342495,3.875456648,4.471680748,0.29136155,0.041459855
2,1,C,5,100,721.159695,,,721.159695,1.71982912,1.984418215,0.110057984,0.019090336
2,1,C,5,101,1288.416375,176.7375,,1465.153875,3.730104723,4.303966989,0.278315874,0.039974207
2,1,C,5,102,924.132895,,,924.132895,2.25485436,2.60175503,0.152259085,0.024723202
2,1,C,5,103,1955.902855,,,1955.902855,5.113907311,5.900662282,0.406205048,0.054024241
2,1,C,5,104,1611.916695,855.4095,,2467.326195,6.590725313,7.604683054,0.550523839,0.068828042
2,1,C,5,105,415.5295,292.590895,46.572295,754.69269,1.807356823,2.085411719,0.11680342,0.020016731
2,1,C,5,106,1372.45702,107.527095,,1479.984115,3.771361009,4.351570395,0.282008649,0.040396152
2,1,C,5,107,1611.916695,1604.80792,147.430495,3364.15511,9.246924933,10.66952877,0.826048067,0.09509352
2,1,C,5,108,589.72198,263.056095,,852.778075,2.065391855,2.383144448,0.137059198,0.022736292
2,1,C,5,109,,,,,,,,
2,1,C,5,110,80.128855,,,80.128855,0.15604923,0.180056804,0.006204531,0.001931614
2,1,C,5,111,2350.286695,1158.26688,,3508.553575,9.681268763,11.17069473,0.87275766,0.099352904
2,1,C,5,114,1012.360255,219.068095,17.351695,1248.780045,3.132746888,3.614707947,0.225793173,0.03383968
2,1,C,5,115,1116.423295,229.688055,113.112,1459.22335,3.713617332,4.284943075,0.276842377,0.039805525
2,1,C,5,116,865.80952,203.609455,,1069.418975,2.644713749,3.051592787,0.184322668,0.028788536
2,1,C,5,117,240.559375,,,240.559375,0.5184589,0.598221807,0.026156144,0.006077044
2,1,C,5,118,886.79808,314.2,,1200.99808,3.002060683,3.463916172,0.21455319,0.03249083
2,1,C,5,119,940.36918,359.72758,,1300.09676,3.273614876,3.777247934,0.238013374,0.035290762
2,1,C,5,120,1282.06168,314.2,,1596.26168,4.096129111,4.726302821,0.311352693,0.043710555
2,1,C,5,121,317.349855,311.065855,169.738695,798.154405,1.921333171,2.21692289,0.125684392,0.021220021
2,1,C,5,122,764.63712,307.94742,167.43718,1240.02172,3.108757352,3.587027713,0.223722804,0.033592272
2,1,C,5,123,1438.91032,1346.31558,167.43718,2952.66308,8.018829271,9.252495312,0.696379439,0.082999409
2,1,C,5,124,,,,,,,,
2,1,C,5,125,490.9375,387.12582,176.7375,1054.80082,2.605254336,3.006062695,0.181032059,0.028378375
2,1,C,5,126,1104.609375,876.27238,265.93888,2246.820635,5.950128747,6.86553317,0.48703786,0.062427395
2,1,C,5,127,784.36888,219.068095,141.04438,1144.481355,2.848103702,3.286273503,0.201436001,0.030898361
2,1,C,5,128,448.685455,141.04438,,589.729835,1.380545319,1.592936907,0.084578655,0.015477931
2,1,C,5,129,1063.75552,543.322495,,1607.078015,4.126453162,4.76129211,0.314116803,0.044019401
2,1,C,5,130,50.272,,,50.272,0.093784656,0.108213064,0.003370743,0.001188044
2,1,C,5,131,984.35718,,,984.35718,2.415820965,2.787485729,0.165374394,0.026405294
2,1,C,5,132,452.448,,,452.448,1.033607035,1.192623502,0.059791338,0.011741562
2,1,C,5,133,721.159695,138.947095,,860.10679,2.084785883,2.405522173,0.138602845,0.022940047
2,1,C,5,134,607.06582,,,607.06582,1.424929811,1.644149782,0.087847415,0.015952605
2,1,C,5,135,1116.423295,,,1116.423295,2.771928768,3.198379348,0.194997232,0.030109004
2,1,C,5,136,611.441055,235.092295,193.617895,1040.151245,2.565760662,2.960493071,0.177748476,0.027967574
2,1,C,5,137,1188.626455,1104.609375,,2293.23583,6.084507669,7.020585772,0.500247905,0.063772557
2,1,C,5,138,475.35318,363.097375,,838.450555,2.027521323,2.339447681,0.134053232,0.02233817
2,1,C,5,139,2688.177375,1583.575855,120.77848,4392.53171,12.37418407,14.27790469,1.171157392,0.125581179
2,1,C,5,142,1772.284375,349.712455,,2121.99683,5.590027537,6.450031773,0.451932422,0.058815806
2,1,C,5,143,902.704455,638.022375,,1540.72683,3.940735645,4.547002667,0.297252366,0.042126245
2,1,C,5,144,356.373495,,,356.373495,0.796405822,0.918929794,0.043748562,0.009154752
2,1,C,5,145,1445.642055,298.686375,93.325255,1837.653685,4.777185797,5.512137458,0.374367627,0.050623399
2,1,C,5,146,934.941375,871.033095,692.881695,2498.856165,6.682767549,7.710885634,0.559749553,0.069745314
2,1,C,5,147,706.95,333.33478,,1040.28478,2.566120427,2.960908185,0.177778343,0.027971318
2,1,C,5,148,221.69952,,,221.69952,0.474228462,0.547186686,0.02350536,0.005581158
2,1,C,5,149,196.09222,,,196.09222,0.414732969,0.478538042,0.020017144,0.004910765
2,1,C,5,150,1326.874455,191.15928,,1518.033735,3.877384969,4.473905734,0.291535283,0.041479547
2,1,C,5,151,1006.72822,902.704455,871.033095,2780.46577,7.509457152,8.664758252,0.643711175,0.077959125
2,1,C,5,152,268.837375,132.7495,,401.586875,0.907384452,1.04698206,0.051151293,0.010368848
2,1,C,5,153,444.93862,91.62072,,536.55934,1.245179233,1.436745268,0.074740108,0.014025859
2,1,C,5,154,692.881695,81.72342,,774.605115,1.859503165,2.145580576,0.12085326,0.020567674
2,1,C,5,155,1307.57472,754.8655,539.19862,2601.63884,6.983548184,8.057940212,0.59007237,0.072738866
2,1,C,5,156,80.128855,,,80.128855,0.15604923,0.180056804,0.006204531,0.001931614
2,1,C,5,157,725.92768,581.14432,,1307.072,3.292802468,3.799387463,0.239686071,0.035488191
2,1,C,5,158,1269.39942,430.10838,,1699.5078,4.386340179,5.061161745,0.337969065,0.046662169
2,1,C,5,159,1412.14048,172.05592,,1584.1964,4.062325942,4.687299163,0.308276233,0.043366151
2,1,C,5,160,1170.36358,216.45238,188.716375,1575.532335,4.038066549,4.659307556,0.306071487,0.043118905
2,1,C,5,161,353.03512,128.69632,,481.73144,1.106886177,1.277176358,0.064906048,0.012534946
2,1,C,5,162,876.27238,886.79808,363.097375,2126.167835,5.602029476,6.463880165,0.453095408,0.058936344
2,1,C,5,163,860.601655,585.425295,,1446.02695,3.676952354,4.242637331,0.27357024,0.039430283
2,1,C,5,164,1326.874455,115.005055,,1441.87951,3.665435432,4.229348575,0.272543753,0.03931238
2,1,C,5,165,956.746855,363.097375,,1319.84423,3.327960948,3.83995494,0.242756058,0.035849817
2,1,C,5,166,2003.221375,1110.50848,,3113.729855,8.497766333,9.805114999,0.74651077,0.087725266
2,1,C,5,167,3278.01718,1870.62112,336.578895,5485.217195,15.77214831,18.19863266,1.56634303,0.158311871
3,13,C,5,30,3009.729655,1995.29568,,5005.025335,14.27035876,16.46579857,1.389354062,0.143890123
3,13,C,5,31,1847.692375,1326.874455,,3174.56683,8.679268723,10.01454083,0.765657666,0.089513024
3,13,C,5,32,,,,,,,,
3,13,C,5,33,989.926375,929.52928,,1919.455655,5.009916121,5.780672447,0.396326827,0.052975061
3,13,C,5,34,989.926375,594.034375,138.947095,1722.907845,4.452344512,5.137320591,0.344072343,0.047332213
3,13,C,5,35,745.15672,201.088,,946.24472,2.313845417,2.669821635,0.157044719,0.025340269
3,13,C,5,36,359.72758,311.065855,,670.793435,1.58907225,1.833544903,0.100108147,0.017702373
3,13,C,5,37,824.58648,84.95968,,909.54616,2.216010115,2.556934748,0.149121348,0.024316478
3,13,C,5,38,1006.72822,774.47158,263.056095,2044.255895,5.366732663,6.192383841,0.430386403,0.056571026
3,13,C,5,39,1087.00632,764.63712,,1851.64344,4.816920758,5.55798549,0.378102083,0.051025269
3,13,C,5,40,,,,,,,,
3,13,C,5,41,725.92768,860.601655,,1586.529335,4.068860256,4.694838757,0.308870533,0.043432736
3,13,C,5,42,956.746855,380.182,307.94742,1644.876275,4.232569258,4.88373376,0.323821124,0.045099373
3,13,C,5,43,860.601655,629.099095,,1489.70075,3.798412442,4.382783587,0.284434331,0.040672704
3,13,C,5,44,962.2375,235.092295,,1197.329795,2.992047291,3.452362259,0.213695907,0.032387371
3,13,C,5,45,572.6295,216.45238,,789.08188,1.897492543,2.189414473,0.123817879,0.020968602
3,13,C,5,46,678.95478,311.065855,128.69632,1118.716955,2.778149271,3.205556851,0.195521725,0.030173501
3,13,C,5,47,642.50758,,,642.50758,1.516030655,1.749266141,0.094619589,0.016924812
3,13,C,5,48,745.15672,109.37302,,854.52974,2.070025905,2.388491429,0.13742778,0.022784985
3,13,C,5,49,824.58648,683.581375,320.51542,1828.683275,4.75172189,5.482756027,0.371977657,0.050365783
3,13,C,5,50,1294.78678,176.7375,,1471.52428,3.747821876,4.324409857,0.279900717,0.040155434
3,13,C,5,51,1213.196895,697.55542,,1910.752315,4.98511053,5.752050611,0.39397649,0.052724649
3,13,C,5,52,1590.6375,1134.262,,2724.8995,7.345699475,8.475807086,0.626926627,0.076335476
3,13,C,5,53,452.448,,,452.448,1.033607035,1.192623502,0.059791338,0.011741562
3,13,C,5,54,2051.105455,1018.008,913.387255,3982.50071,11.11817703,12.8286658,1.030182072,0.113384189
3,13,C,5,55,2358.88792,951.27192,,3310.15984,9.084946879,10.48263101,0.808738879,0.093502781
3,13,C,5,58,2083.342375,1794.74182,1438.91032,5316.994515,15.24459845,17.58992129,1.503771793,0.153253213
3,13,C,5,59,363.097375,120.77848,,483.875855,1.112268849,1.283387134,0.065284456,0.012593128
3,13,C,5,60,213.852375,,,213.852375,0.455925568,0.526067963,0.022422462,0.005375352
3,13,C,5,61,1176.435495,441.207495,346.4055,1964.04849,5.137173002,5.92750731,0.408420566,0.054258838
3,13,C,5,62,865.80952,794.32902,323.696695,1983.835235,5.193725209,5.992759856,0.413814138,0.054828875
3,13,C,5,63,265.93888,89.931895,,355.870775,0.795178865,0.917514076,0.043667808,0.009141288
3,13,C,5,64,248.87782,84.95968,,333.8375,0.74156361,0.855650319,0.040163612,0.008552
3,13,C,5,65,1597.714855,688.22368,530.998,2816.936535,7.617103557,8.788965643,0.654784236,0.079025556
3,13,C,5,66,130.715055,,,130.715055,0.266314114,0.307285516,0.011772724,0.003217445
3,13,C,5,67,730.711375,183.877695,,914.58907,2.229432855,2.572422525,0.150204379,0.024457059
3,13,C,5,68,1194.7455,692.881695,151.766455,2039.39365,5.352792557,6.176299104,0.429047116,0.056430748
3,13,C,5,69,945.812695,951.27192,271.75158,2168.836195,5.724930402,6.605688925,0.465032782,0.060169999
3,13,C,5,70,151.766455,96.781455,,248.54791,0.537291884,0.619952174,0.02729875,0.006287595
3,13,C,5,71,1256.8,973.26592,397.659375,2627.725295,7.060063162,8.146226726,0.597827997,0.073499446
3,13,C,5,72,526.921255,349.712455,,876.63371,2.128576947,2.456050323,0.142098801,0.023399804
3,13,C,5,73,483.11392,1069.544655,,1552.658575,3.974079242,4.585476048,0.300268808,0.042466434
3,13,C,5,74,283.5655,,,283.5655,0.620485142,0.715944394,0.032438649,0.007213839
3,13,C,5,75,1018.008,624.66102,594.034375,2236.703395,5.920871605,6.831774929,0.484169542,0.062134343
3,13,C,5,76,404.760295,1128.300055,,1533.06035,3.919323999,4.522296922,0.295318017,0.041907724
3,13,C,5,77,860.601655,224.346655,,1084.94831,2.686687249,3.100023749,0.187833632,0.029224526
3,13,C,5,78,1182.52312,1006.72822,,2189.25134,5.783812867,6.673630231,0.47077014,0.060760622
3,13,C,5,79,,,,,,,,
3,13,C,5,80,,,,,,,,
3,13,C,5,81,295.63078,172.05592,,467.6867,1.071687647,1.23656267,0.062440608,0.012154164
3,13,C,5,82,740.325895,559.975095,,1300.30099,3.274176541,3.777896008,0.23806231,0.035296542
3,13,C,5,83,448.685455,487.017855,343.114255,1278.817565,3.215138585,3.70977529,0.23292767,0.034688749
3,13,C,5,86,2091.44088,1713.089095,,3804.529975,10.57664958,12.20382643,0.970348989,0.108106505
3,13,C,5,87,390.621295,,,390.621295,0.880357692,1.015797337,0.049331025,0.010073832
3,13,C,5,88,422.78752,1269.39942,,1692.18694,4.365707432,5.037354729,0.33606492,0.046452622
3,13,C,5,89,581.14432,274.681495,,855.825815,2.073455251,2.392448366,0.137700648,0.022821017
3,13,C,5,90,589.72198,,,589.72198,1.380525235,1.592913733,0.08457718,0.015477716
3,13,C,5,91,804.352,383.646055,,1187.998055,2.96658702,3.422985023,0.211518726,0.032124241
3,13,C,5,92,1046.482375,1040.75608,401.20198,2488.440435,6.652350056,7.675788527,0.556697896,0.069442244
3,13,C,5,93,301.75768,193.617895,,495.375575,1.141171484,1.316736328,0.067322523,0.012905321
3,13,C,5,94,839.927295,479.225695,,1319.15299,3.326057346,3.837758476,0.242589673,0.035830242
3,13,C,5,95,,,,,,,,
3,13,C,5,96,962.2375,257.337655,,1219.575155,3.052814042,3.522477741,0.218907061,0.033014981
3,13,C,5,97,1412.14048,,,1412.14048,3.582943811,4.134165936,0.265210183,0.038467388
3,13,C,5,98,498.82392,,,498.82392,1.149850456,1.326750526,0.067936534,0.012998996
3,13,C,5,99,794.32902,307.94742,,1102.27644,2.733588027,3.154140031,0.191769632,0.02971133
3,13,C,5,100,967.743855,989.926375,702.244855,2659.915085,7.154576527,8.255280609,0.607430978,0.074438418
3,13,C,5,101,669.74872,198.582255,,868.330975,2.106567743,2.430655088,0.140339947,0.023168786
3,13,C,5,102,,,,,,,,
3,13,C,5,103,156.165255,,,156.165255,0.323426983,0.373184981,0.014859126,0.003873121
3,13,C,5,104,647.008495,160.626895,,807.63539,1.946273852,2.245700598,0.127641951,0.02148289
3,13,C,5,105,967.743855,716.40742,,1684.151275,4.343069588,5.01123414,0.333977783,0.046222659
3,13,C,5,106,213.852375,126.693295,,340.54567,0.75785354,0.874446392,0.041223144,0.008731242
3,13,C,5,107,1256.8,995.51128,143.157375,2395.468655,6.381365913,7.363114515,0.529634506,0.066739435
3,13,C,5,108,1527.648255,1339.819495,359.72758,3227.19533,8.836540922,10.19600876,0.78231289,0.091060746
3,13,C,5,109,280.588455,,,280.588455,0.613373749,0.707738941,0.031993647,0.007134895
3,13,C,5,110,1128.300055,799.332655,,1927.63271,5.033231186,5.807574445,0.398538042,0.053210375
3,13,C,5,111,1346.31558,467.65528,,1813.97086,4.709983359,5.434596184,0.368065694,0.049943383
3,13,C,5,114,3247.641895,441.207495,124.70598,3813.55537,10.60405667,12.23545,0.973362865,0.108373903
3,13,C,5,115,1385.622,1001.111895,,2386.733895,6.355955998,7.333795382,0.527108321,0.066485731
3,13,C,5,116,265.93888,,,265.93888,0.578482297,0.667479573,0.029825275,0.006746951
3,13,C,5,117,794.32902,,,794.32902,1.911277826,2.205320568,0.124896583,0.021113996
3,13,C,5,118,1901.41272,,,1901.41272,4.95850312,5.721349754,0.391458008,0.052455985
3,13,C,5,119,363.097375,387.12582,,750.223195,1.795669485,2.071926329,0.115898898,0.019893152
3,13,C,5,120,1012.360255,,,1012.360255,2.490980535,2.874208309,0.171558625,0.027188945
3,13,C,5,121,607.06582,669.74872,188.716375,1465.530915,3.731153137,4.305176696,0.278409616,0.039984932
3,13,C,5,122,257.337655,,,257.337655,0.558078253,0.643936446,0.028569114,0.006519597
3,13,C,5,123,1263.091855,845.07232,,2108.164175,5.550240083,6.404123173,0.44808057,0.058416126
3,13,C,5,124,871.033095,183.877695,,1054.91079,2.605550995,3.006404994,0.181056762,0.028381459
